"switch" "arsenic" "dist" "assoc" "educ" "educ4" "use" "status_perceived" "well_shift"
"2402" "1" "109" "41.9420013427734" "Yes" "0" "0" "Neither" "Unsafe" "No"
"2403" "1" "51" "29.3619995117188" "Yes" "0" "0" "Neither" "Unsafe" "No"
"2404" "1" "79" "16.8899993896484" "Yes" "3" "1-8" "Unfrequently" "Unsafe" "No"
"2405" "0" "133" "31.1520004272461" "No" "12" "12+" "Both" "Unsafe" "No"
"2406" "1" "183" "18.5219993591309" "Yes" "6" "9-12" "Neither" "Unsafe" "No"
"2407" "1" "218" "43.4169998168945" "Yes" "4" "1-8" "Neither" "Safe" "No"
"2408" "0" "227" "15.6070003509521" "Yes" "3" "1-8" "Both" "Unsafe" "No"
"2409" "1" "84" "58.4389991760254" "Yes" "4" "1-8" "Neither" "Unsafe" "No"
"2410" "1" "61" "25.1389999389648" "Yes" "2" "1-8" "Neither" "Unsafe" "No"
"2411" "0" "283" "7.27699995040894" "Yes" "8" "9-12" "Both" "Safe" "No"
"2412" "1" "60" "27.8950004577637" "Yes" "3" "1-8" "Unfrequently" "Unsafe" "No"
"2413" "0" "251" "36.0830001831055" "Yes" "7" "9-12" "Both" "Unsafe" "No"
"2414" "1" "104" "35.0579986572266" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"2415" "1" "136" "30.507999420166" "No" "10" "9-12" "Neither" "Unsafe" "No"
"2416" "1" "191" "20.8920001983643" "No" "4" "1-8" "Both" "Don't Know" "Yes"
"2417" "1" "68" "33.9959983825684" "Yes" "4" "1-8" "Unfrequently" "Unsafe" "No"
"2418" "0" "78" "37.2220001220703" "Yes" "6" "9-12" "Both" "Unsafe" "No"
"2419" "0" "72" "3.52500009536743" "No" "6" "9-12" "Unfrequently" "Unsafe" "No"
"2420" "0" "51" "23.2049999237061" "No" "5" "1-8" "Both" "Unsafe" "No"
"2421" "0" "166" "31.9930000305176" "Yes" "7" "9-12" "Both" "Unsafe" "No"
"2422" "0" "117" "43.7599983215332" "Yes" "4" "1-8" "Both" "Unsafe" "No"
"2423" "0" "147" "51.6300010681152" "No" "3" "1-8" "Both" "Unsafe" "No"
"2424" "0" "180" "51.6959991455078" "Yes" "6" "9-12" "Drinking" "Unsafe" "No"
"2425" "1" "205" "19.6700000762939" "Yes" "8" "9-12" "Neither" "Unsafe" "No"
"2426" "1" "77" "32.2159996032715" "Yes" "3" "1-8" "Neither" "Unsafe" "No"
"2427" "1" "131" "74.0810012817383" "Yes" "9" "9-12" "Neither" "Unsafe" "No"
"2428" "0" "75" "53.5439987182617" "Yes" "10" "9-12" "Both" "Safe" "No"
"2429" "0" "121" "37.1049995422363" "Yes" "4" "1-8" "Both" "Safe" "No"
"2430" "0" "75" "65.2099990844727" "Yes" "5" "1-8" "Cooking" "Safe" "No"
"2431" "1" "71" "32.7690010070801" "Yes" "0" "0" "Neither" "Unsafe" "No"
"2432" "1" "85" "29.2019996643066" "Yes" "3" "1-8" "Neither" "Unsafe" "No"
"2433" "1" "155" "53.689998626709" "No" "4" "1-8" "Neither" "Unsafe" "No"
"2434" "1" "61" "22.7670001983643" "Yes" "8" "9-12" "Unfrequently" "Unsafe" "No"
"2435" "0" "58" "47.6759986877441" "No" "11" "12+" "Both" "Safe" "No"
"2436" "0" "64" "49.6889991760254" "Yes" "4" "1-8" "Both" "Safe" "No"
"2437" "1" "96" "60.8279991149902" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"2438" "1" "70" "24.2490005493164" "Yes" "10" "9-12" "Neither" "Unsafe" "No"
"2439" "1" "137" "19.613000869751" "Yes" "7" "9-12" "Neither" "Unsafe" "Yes"
"2440" "0" "81" "31.0690002441406" "Yes" "6" "9-12" "Both" "Safe" "No"
"2441" "1" "82" "20.1030006408691" "No" "3" "1-8" "Neither" "Unsafe" "No"
"2442" "0" "54" "9.10400009155273" "Yes" "12" "12+" "Both" "Safe" "No"
"2443" "1" "108" "57.2400016784668" "Yes" "8" "9-12" "Neither" "Unsafe" "No"
"2444" "0" "84" "103.642997741699" "No" "3" "1-8" "Both" "Safe" "No"
"2445" "0" "58" "100.730003356934" "Yes" "4" "1-8" "Both" "Unsafe" "No"
"2446" "0" "57" "104.69100189209" "No" "3" "1-8" "Both" "Safe" "No"
"2447" "0" "52" "37.5519981384277" "Yes" "3" "1-8" "Both" "Safe" "No"
"2448" "0" "58" "27.7180004119873" "Yes" "0" "0" "Both" "Safe" "No"
"2449" "0" "64" "10.2030000686646" "Yes" "0" "0" "Both" "Safe" "No"
"2450" "0" "53" "9.60900020599365" "Yes" "0" "0" "Both" "Safe" "No"
"2451" "0" "81" "14.1470003128052" "Yes" "7" "9-12" "Both" "Unsafe" "No"
"2452" "0" "53" "48.7449989318848" "Yes" "4" "1-8" "Both" "Don't Know" "No"
"2453" "1" "128" "24.30299949646" "Yes" "10" "9-12" "Neither" "Unsafe" "No"
"2454" "1" "76" "36.984001159668" "Yes" "11" "12+" "Neither" "Unsafe" "Yes"
"2455" "1" "139" "42.2309989929199" "No" "10" "9-12" "Both" "Don't Know" "Yes"
"2456" "1" "251" "28.2770004272461" "No" "10" "9-12" "Unfrequently" "Unsafe" "No"
"2457" "1" "168" "29.7789993286133" "Yes" "6" "9-12" "Neither" "Unsafe" "No"
"2458" "1" "163" "71.5179977416992" "Yes" "6" "9-12" "Neither" "Unsafe" "No"
"2459" "1" "227" "69.3099975585938" "Yes" "12" "12+" "Neither" "Unsafe" "No"
"2460" "1" "147" "30.0830001831055" "Yes" "11" "12+" "Neither" "Unsafe" "No"
"2461" "1" "286" "40.3720016479492" "Yes" "5" "1-8" "Unfrequently" "Unsafe" "No"
"2462" "1" "193" "47.1590003967285" "Yes" "8" "9-12" "Neither" "Unsafe" "No"
"2463" "1" "142" "125.307998657227" "Yes" "16" "12+" "Neither" "Unsafe" "No"
"2464" "1" "187" "95.1999969482422" "No" "12" "12+" "Neither" "Unsafe" "No"
"2465" "1" "88" "17.2569999694824" "Yes" "7" "9-12" "Neither" "Unsafe" "Yes"
"2466" "1" "125" "19.0200004577637" "Yes" "8" "9-12" "Neither" "Unsafe" "No"
"2467" "1" "285" "54.8559989929199" "Yes" "4" "1-8" "Neither" "Unsafe" "No"
"2468" "0" "238" "50.9900016784668" "Yes" "12" "12+" "Both" "Unsafe" "No"
"2469" "1" "70" "41.0709991455078" "Yes" "0" "0" "Neither" "Don't Know" "No"
"2470" "1" "102" "16.3850002288818" "Yes" "14" "12+" "Neither" "Unsafe" "No"
"2471" "1" "56" "48.2719993591309" "No" "12" "12+" "Neither" "Unsafe" "No"
"2472" "1" "127" "29.3549995422363" "No" "5" "1-8" "Neither" "Unsafe" "No"
"2473" "1" "187" "31.6669998168945" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"2474" "1" "118" "19.1380004882812" "No" "16" "12+" "Neither" "Unsafe" "No"
"2475" "1" "160" "49.4490013122559" "Yes" "12" "12+" "Neither" "Unsafe" "No"
"2476" "1" "131" "29.806999206543" "Yes" "10" "9-12" "Neither" "Unsafe" "No"
"2477" "1" "128" "59.8800010681152" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"2478" "1" "80" "84.7229995727539" "Yes" "12" "12+" "Neither" "Unsafe" "No"
"2479" "1" "208" "93.4940032958984" "No" "12" "12+" "Neither" "Unsafe" "No"
"2480" "1" "216" "114.147003173828" "Yes" "12" "12+" "Neither" "Unsafe" "No"
"2481" "1" "107" "83.4899978637695" "No" "14" "12+" "Both" "Don't Know" "Yes"
"2482" "1" "194" "66.802001953125" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"2483" "1" "83" "21.7970008850098" "No" "3" "1-8" "Both" "Don't Know" "Yes"
"2484" "1" "125" "26.5610008239746" "No" "8" "9-12" "Neither" "Unsafe" "No"
"2485" "0" "106" "5.36299991607666" "No" "4" "1-8" "Unfrequently" "Unsafe" "No"
"2486" "0" "152" "87.3239974975586" "No" "5" "1-8" "Both" "Unsafe" "No"
"2487" "0" "166" "98.1149978637695" "No" "10" "9-12" "Both" "Unsafe" "No"
"2488" "1" "140" "79.5930023193359" "No" "10" "9-12" "Neither" "Unsafe" "No"
"2489" "1" "117" "52.1500015258789" "No" "10" "9-12" "Neither" "Unsafe" "No"
"2490" "1" "121" "43.2480010986328" "No" "12" "12+" "Neither" "Unsafe" "No"
"2491" "0" "65" "21.2169990539551" "No" "5" "1-8" "Both" "Unsafe" "No"
"2492" "0" "51" "26.4109992980957" "Yes" "12" "12+" "Both" "Unsafe" "No"
"2493" "1" "111" "45.8559989929199" "No" "15" "12+" "Both" "Unsafe" "Yes"
"2494" "1" "75" "64.4739990234375" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"2495" "0" "128" "16.5230007171631" "No" "16" "12+" "Both" "Unsafe" "No"
"2496" "1" "131" "38.3390007019043" "No" "10" "9-12" "Both" "Unsafe" "Yes"
"2497" "1" "103" "15.7569999694824" "Yes" "10" "9-12" "Neither" "Unsafe" "No"
"2498" "0" "133" "20.2530002593994" "Yes" "8" "9-12" "Both" "Unsafe" "No"
"2499" "1" "170" "12.6420001983643" "Yes" "12" "12+" "Neither" "Unsafe" "No"
"2500" "0" "91" "30.07200050354" "Yes" "7" "9-12" "Both" "Unsafe" "No"
"2501" "0" "81" "40.9129981994629" "No" "12" "12+" "Both" "Unsafe" "No"
"2502" "0" "89" "48.7610015869141" "No" "3" "1-8" "Both" "Unsafe" "No"
"2503" "1" "60" "16.0690002441406" "No" "10" "9-12" "Neither" "Unsafe" "No"
"2504" "0" "80" "33.5480003356934" "Yes" "8" "9-12" "Both" "Unsafe" "No"
"2505" "0" "87" "13.9460000991821" "No" "11" "12+" "Both" "Unsafe" "No"
"2506" "1" "110" "34.4650001525879" "Yes" "1" "1-8" "Neither" "Unsafe" "No"
"2507" "1" "82" "45.3959999084473" "No" "10" "9-12" "Neither" "Unsafe" "No"
"2508" "1" "62" "18.7250003814697" "No" "15" "12+" "Neither" "Unsafe" "No"
"2509" "1" "85" "18.5809993743896" "No" "15" "12+" "Neither" "Unsafe" "No"
"2510" "1" "93" "29.632999420166" "No" "17" "12+" "Neither" "Unsafe" "No"
"2511" "1" "60" "33.8790016174316" "No" "15" "12+" "Neither" "Unsafe" "No"
"2512" "0" "74" "101.900001525879" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"2513" "1" "168" "88.7809982299805" "No" "8" "9-12" "Both" "Don't Know" "Yes"
"2514" "1" "90" "85.0630035400391" "No" "8" "9-12" "Both" "Don't Know" "Yes"
"2515" "1" "198" "66.338996887207" "No" "10" "9-12" "Neither" "Unsafe" "No"
"2516" "1" "203" "78.4290008544922" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"2517" "0" "186" "74.572998046875" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"2518" "0" "111" "18.8209991455078" "No" "14" "12+" "Both" "Unsafe" "No"
"2519" "0" "70" "34.742000579834" "No" "10" "9-12" "Both" "Unsafe" "No"
"2520" "0" "98" "47.4059982299805" "No" "16" "12+" "Both" "Unsafe" "No"
"2521" "0" "107" "75.4130020141602" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"2522" "0" "143" "82.4029998779297" "No" "7" "9-12" "Both" "Unsafe" "No"
"2523" "0" "85" "97.8489990234375" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"2524" "0" "107" "34.390998840332" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"2525" "0" "169" "95.5739974975586" "Yes" "6" "9-12" "Both" "Unsafe" "No"
"2526" "1" "135" "59.2099990844727" "Yes" "5" "1-8" "Both" "Don't Know" "Yes"
"2527" "0" "102" "14.3629999160767" "No" "8" "9-12" "Both" "Unsafe" "No"
"2528" "0" "114" "109.66300201416" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"2529" "0" "102" "101.964996337891" "Yes" "8" "9-12" "Both" "Unsafe" "No"
"2530" "0" "256" "95.5989990234375" "Yes" "7" "9-12" "Both" "Unsafe" "No"
"2531" "0" "162" "87.8529968261719" "Yes" "8" "9-12" "Both" "Unsafe" "No"
"2532" "1" "115" "67.4550018310547" "Yes" "12" "12+" "Both" "Don't Know" "Yes"
"2533" "1" "69" "78.9869995117188" "No" "15" "12+" "Unfrequently" "Unsafe" "Yes"
"2534" "0" "106" "28.30299949646" "No" "8" "9-12" "Both" "Unsafe" "No"
"2535" "0" "98" "4.72800016403198" "Yes" "0" "0" "Both" "Unsafe" "No"
"2536" "0" "115" "22.5970001220703" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"2537" "0" "136" "33.0040016174316" "No" "15" "12+" "Both" "Unsafe" "No"
"2538" "0" "104" "36.5970001220703" "No" "8" "9-12" "Both" "Unsafe" "No"
"2539" "1" "150" "33.2649993896484" "Yes" "0" "0" "Unfrequently" "Unsafe" "No"
"2540" "1" "119" "47.6969985961914" "No" "12" "12+" "Neither" "Unsafe" "No"
"2541" "0" "122" "63.7280006408691" "No" "0" "0" "Both" "Unsafe" "No"
"2542" "0" "83" "125.563003540039" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"2543" "0" "65" "112.771003723145" "No" "5" "1-8" "Both" "Unsafe" "No"
"2544" "0" "98" "106.363998413086" "No" "5" "1-8" "Both" "Unsafe" "No"
"2545" "1" "58" "92.7480010986328" "Yes" "15" "12+" "Both" "Don't Know" "Yes"
"2546" "0" "52" "72.8499984741211" "No" "5" "1-8" "Both" "Unsafe" "No"
"2547" "0" "138" "74.0739974975586" "No" "6" "9-12" "Both" "Unsafe" "No"
"2548" "1" "63" "9.44400024414062" "No" "5" "1-8" "Neither" "Unsafe" "No"
"2549" "1" "54" "21.5930004119873" "No" "6" "9-12" "Neither" "Unsafe" "No"
"2550" "0" "54" "32.0260009765625" "No" "9" "9-12" "Both" "Unsafe" "No"
"2551" "0" "57" "22.6669998168945" "No" "5" "1-8" "Both" "Unsafe" "No"
"2552" "0" "62" "56.8709983825684" "Yes" "0" "0" "Both" "Unsafe" "No"
"2553" "0" "81" "77.4990005493164" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"2554" "1" "72" "60.8629989624023" "No" "14" "12+" "Both" "Unsafe" "Yes"
"2555" "0" "80" "30.9120006561279" "No" "10" "9-12" "Both" "Unsafe" "No"
"2556" "1" "75" "34.1669998168945" "Yes" "8" "9-12" "Both" "Don't Know" "Yes"
"2557" "1" "158" "100.315002441406" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"2558" "1" "118" "110.008003234863" "No" "9" "9-12" "Unfrequently" "Unsafe" "No"
"2559" "0" "351" "97.5139999389648" "Yes" "0" "0" "Both" "Unsafe" "No"
"2560" "0" "312" "62.2869987487793" "Yes" "4" "1-8" "Both" "Unsafe" "No"
"2561" "1" "186" "29.9150009155273" "No" "5" "1-8" "Both" "Don't Know" "Yes"
"2562" "0" "227" "8.28999996185303" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"2563" "0" "277" "25.7439994812012" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"2564" "0" "163" "50.0250015258789" "Yes" "7" "9-12" "Both" "Unsafe" "No"
"2565" "1" "150" "45.3699989318848" "No" "7" "9-12" "Both" "Don't Know" "Yes"
"2566" "1" "111" "20.6219997406006" "No" "8" "9-12" "Both" "Don't Know" "Yes"
"2567" "1" "86" "20.9459991455078" "No" "4" "1-8" "Neither" "Unsafe" "No"
"2568" "1" "105" "40.9529991149902" "Yes" "6" "9-12" "Both" "Don't Know" "Yes"
"2569" "1" "133" "29.6490001678467" "No" "8" "9-12" "Neither" "Unsafe" "No"
"2570" "1" "128" "48.6609992980957" "No" "6" "9-12" "Neither" "Unsafe" "No"
"2571" "1" "89" "57.4669990539551" "No" "6" "9-12" "Neither" "Unsafe" "No"
"2572" "1" "103" "32.1399993896484" "No" "5" "1-8" "Both" "Don't Know" "Yes"
"2573" "1" "63" "62.685001373291" "No" "7" "9-12" "Neither" "Unsafe" "No"
"2574" "0" "105" "69.5329971313477" "Yes" "7" "9-12" "Both" "Unsafe" "No"
"2575" "0" "164" "72.1370010375977" "Yes" "9" "9-12" "Both" "Unsafe" "No"
"2576" "1" "293" "69.8880004882812" "No" "5" "1-8" "Neither" "Unsafe" "No"
"2577" "1" "177" "88.7750015258789" "No" "15" "12+" "Both" "Don't Know" "Yes"
"2578" "1" "281" "104.304000854492" "No" "7" "9-12" "Neither" "Unsafe" "No"
"2579" "1" "377" "83.2220001220703" "Yes" "7" "9-12" "Both" "Don't Know" "Yes"
"2580" "1" "85" "26.511999130249" "No" "6" "9-12" "Both" "Don't Know" "Yes"
"2581" "1" "274" "36.5379981994629" "No" "14" "12+" "Neither" "Unsafe" "No"
"2582" "1" "219" "4.11299991607666" "No" "10" "9-12" "Both" "Don't Know" "Yes"
"2583" "1" "325" "13.2410001754761" "No" "5" "1-8" "Neither" "Unsafe" "No"
"2584" "1" "292" "37.8800010681152" "No" "5" "1-8" "Neither" "Unsafe" "No"
"2585" "1" "295" "52.4770011901855" "No" "14" "12+" "Neither" "Unsafe" "No"
"2586" "1" "119" "17.0429992675781" "No" "8" "9-12" "Neither" "Unsafe" "No"
"2587" "1" "58" "17.1539993286133" "Yes" "7" "9-12" "Neither" "Unsafe" "No"
"2588" "1" "78" "5.54199981689453" "Yes" "10" "9-12" "Neither" "Unsafe" "No"
"2589" "1" "58" "16.1270008087158" "Yes" "6" "9-12" "Neither" "Unsafe" "No"
"2590" "1" "269" "23.2490005493164" "Yes" "7" "9-12" "Neither" "Unsafe" "No"
"2591" "1" "166" "26.007999420166" "Yes" "6" "9-12" "Neither" "Unsafe" "No"
"2592" "1" "183" "22.0629997253418" "No" "12" "12+" "Neither" "Unsafe" "No"
"2593" "1" "176" "27.5429992675781" "No" "10" "9-12" "Neither" "Unsafe" "No"
"2594" "1" "291" "13.6590003967285" "Yes" "6" "9-12" "Neither" "Unsafe" "No"
"2595" "1" "322" "14.5129995346069" "No" "15" "12+" "Neither" "Unsafe" "No"
"2596" "1" "229" "3.49900007247925" "No" "12" "12+" "Both" "Don't Know" "Yes"
"2597" "1" "175" "11.9320001602173" "No" "15" "12+" "Neither" "Unsafe" "No"
"2598" "1" "233" "8.69499969482422" "No" "10" "9-12" "Neither" "Don't Know" "No"
"2599" "1" "273" "10.0900001525879" "No" "12" "12+" "Both" "Don't Know" "Yes"
"2600" "1" "130" "20.386999130249" "No" "16" "12+" "Neither" "Don't Know" "No"
"2601" "1" "184" "18.4360008239746" "No" "10" "9-12" "Neither" "Unsafe" "No"
"2602" "1" "160" "26.5349998474121" "No" "12" "12+" "Neither" "Unsafe" "No"
"2603" "1" "156" "21.6340007781982" "No" "7" "9-12" "Neither" "Unsafe" "No"
"2604" "1" "311" "25.3980007171631" "No" "7" "9-12" "Neither" "Unsafe" "No"
"2605" "1" "278" "21.8349990844727" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"2606" "1" "435" "36.1809997558594" "No" "8" "9-12" "Neither" "Unsafe" "No"
"2607" "1" "407" "31.1529998779297" "No" "7" "9-12" "Neither" "Unsafe" "No"
"2608" "1" "331" "34.9459991455078" "No" "10" "9-12" "Neither" "Unsafe" "No"
"2609" "1" "93" "34.4930000305176" "Yes" "8" "9-12" "Neither" "Unsafe" "No"
"2610" "1" "303" "34.548999786377" "Yes" "8" "9-12" "Neither" "Don't Know" "No"
"2611" "1" "519" "16.2150001525879" "No" "5" "1-8" "Neither" "Unsafe" "No"
"2612" "1" "504" "28.5109996795654" "Yes" "5" "1-8" "Neither" "Don't Know" "No"
"2613" "0" "56" "37.1780014038086" "Yes" "4" "1-8" "Both" "Unsafe" "No"
"2614" "0" "56" "44.3110008239746" "No" "5" "1-8" "Both" "Safe" "No"
"2615" "0" "164" "39.3800010681152" "Yes" "1" "1-8" "Both" "Unsafe" "No"
"2616" "1" "120" "26.818000793457" "No" "0" "0" "Both" "Safe" "Yes"
"2617" "0" "57" "14.8439998626709" "Yes" "1" "1-8" "Both" "Safe" "No"
"2618" "0" "170" "28.6860008239746" "No" "5" "1-8" "Both" "Unsafe" "No"
"2619" "0" "129" "70.5510025024414" "No" "5" "1-8" "Both" "Unsafe" "No"
"2620" "1" "56" "9.24199962615967" "No" "0" "0" "Both" "Don't Know" "Yes"
"2621" "0" "51" "12.5410003662109" "No" "5" "1-8" "Both" "Safe" "No"
"2622" "0" "97" "30.7159996032715" "No" "5" "1-8" "Both" "Safe" "No"
"2623" "0" "85" "38.1319999694824" "No" "5" "1-8" "Both" "Unsafe" "No"
"2624" "0" "97" "61.1269989013672" "No" "5" "1-8" "Both" "Unsafe" "No"
"2625" "0" "132" "39.9850006103516" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"2626" "0" "71" "30.8309993743896" "No" "7" "9-12" "Both" "Unsafe" "No"
"2627" "0" "81" "31.9099998474121" "No" "6" "9-12" "Both" "Unsafe" "No"
"2628" "0" "262" "35.8199996948242" "Yes" "3" "1-8" "Both" "Unsafe" "No"
"2629" "1" "73" "26.7150001525879" "Yes" "4" "1-8" "Neither" "Unsafe" "No"
"2630" "1" "62" "31.7119998931885" "Yes" "4" "1-8" "Neither" "Unsafe" "No"
"2631" "1" "86" "20.8780002593994" "Yes" "0" "0" "Neither" "Unsafe" "No"
"2632" "0" "74" "14.4890003204346" "Yes" "8" "9-12" "Both" "Unsafe" "No"
"2633" "1" "56" "21.6730003356934" "No" "8" "9-12" "Neither" "Unsafe" "No"
"2634" "1" "51" "8.19799995422363" "Yes" "3" "1-8" "Both" "Unsafe" "No"
"2635" "1" "120" "10.7270002365112" "Yes" "6" "9-12" "Neither" "Unsafe" "No"
"2636" "1" "335" "12.9160003662109" "No" "7" "9-12" "Neither" "Unsafe" "No"
"2637" "0" "56" "8.62899971008301" "Yes" "7" "9-12" "Both" "Don't Know" "No"
"2638" "1" "61" "20.4869995117188" "No" "13" "12+" "Neither" "Unsafe" "No"
"2639" "1" "80" "15.3020000457764" "No" "8" "9-12" "Neither" "Unsafe" "No"
"2640" "0" "69" "15.9079999923706" "Yes" "7" "9-12" "Both" "Unsafe" "No"
"2641" "0" "73" "11.2639999389648" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"2642" "1" "278" "25.8959999084473" "Yes" "7" "9-12" "Both" "Unsafe" "Yes"
"2643" "1" "171" "20.6949996948242" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"2644" "1" "66" "34.7509994506836" "No" "13" "12+" "Neither" "Unsafe" "No"
"2645" "1" "75" "58.7960014343262" "Yes" "7" "9-12" "Neither" "Unsafe" "No"
"2646" "1" "86" "48.8549995422363" "Yes" "6" "9-12" "Both" "Unsafe" "Yes"
"2647" "1" "101" "33.9169998168945" "Yes" "7" "9-12" "Neither" "Unsafe" "No"
"2648" "1" "102" "36.435001373291" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"2649" "1" "133" "9.87100028991699" "Yes" "6" "9-12" "Neither" "Unsafe" "No"
"2650" "1" "53" "41.8849983215332" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"2651" "0" "60" "30.9570007324219" "No" "6" "9-12" "Both" "Unsafe" "No"
"2652" "0" "63" "109.763999938965" "Yes" "8" "9-12" "Both" "Unsafe" "No"
"2653" "0" "54" "108.003997802734" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"2654" "1" "66" "104.555999755859" "Yes" "6" "9-12" "Neither" "Unsafe" "No"
"2655" "1" "149" "72.1640014648438" "No" "10" "9-12" "Neither" "Unsafe" "No"
"2656" "1" "80" "26.5610008239746" "Yes" "12" "12+" "Neither" "Unsafe" "No"
"2657" "1" "68" "43.867000579834" "No" "10" "9-12" "Neither" "Unsafe" "No"
"2658" "1" "89" "55.1730003356934" "No" "7" "9-12" "Neither" "Unsafe" "No"
"2659" "1" "219" "44.6290016174316" "No" "10" "9-12" "Both" "Don't Know" "Yes"
"2660" "1" "63" "31.3810005187988" "No" "12" "12+" "Neither" "Unsafe" "No"
"2661" "1" "210" "116.278999328613" "Yes" "7" "9-12" "Neither" "Unsafe" "No"
"2662" "1" "163" "178.412002563477" "No" "14" "12+" "Neither" "Unsafe" "No"
"2663" "1" "145" "129.889007568359" "Yes" "8" "9-12" "Both" "Don't Know" "Yes"
"2664" "1" "111" "13.5530004501343" "No" "12" "12+" "Both" "Don't Know" "Yes"
"2665" "1" "151" "25.5440006256104" "Yes" "8" "9-12" "Both" "Don't Know" "Yes"
"2666" "1" "238" "39.9500007629395" "No" "12" "12+" "Neither" "Unsafe" "No"
"2667" "1" "250" "36.9150009155273" "No" "12" "12+" "Both" "Don't Know" "Yes"
"2668" "0" "143" "37.9949989318848" "No" "8" "9-12" "Both" "Unsafe" "No"
"2669" "1" "78" "59.7430000305176" "Yes" "6" "9-12" "Neither" "Unsafe" "No"
"2670" "0" "65" "70.7559967041016" "Yes" "6" "9-12" "Both" "Unsafe" "No"
"2671" "0" "72" "5.47800016403198" "Yes" "6" "9-12" "Both" "Unsafe" "No"
"2672" "0" "78" "35.007999420166" "No" "16" "12+" "Cooking" "Unsafe" "No"
"2673" "0" "57" "9.88599967956543" "No" "5" "1-8" "Both" "Unsafe" "No"
"2674" "1" "63" "26.492000579834" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"2675" "0" "53" "34.8370018005371" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"2676" "1" "269" "5.7810001373291" "No" "10" "9-12" "Neither" "Unsafe" "No"
"2677" "0" "260" "10.5939998626709" "Yes" "7" "9-12" "Both" "Unsafe" "No"
"2678" "0" "295" "23.632999420166" "No" "15" "12+" "Both" "Unsafe" "No"
"2679" "0" "146" "40.4650001525879" "No" "15" "12+" "Both" "Unsafe" "No"
"2680" "0" "139" "34.4539985656738" "No" "10" "9-12" "Both" "Unsafe" "No"
"2681" "0" "73" "20.9179992675781" "Yes" "10" "9-12" "Both" "Unsafe" "No"
"2682" "0" "60" "19.0620002746582" "Yes" "10" "9-12" "Both" "Unsafe" "No"
"2683" "1" "356" "76.8539962768555" "No" "8" "9-12" "Neither" "Unsafe" "No"
"2684" "0" "150" "59.507999420166" "Yes" "6" "9-12" "Both" "Unsafe" "No"
"2685" "1" "64" "46.9780006408691" "No" "4" "1-8" "Both" "Don't Know" "Yes"
"2686" "1" "62" "14.4040002822876" "No" "5" "1-8" "Both" "Don't Know" "Yes"
"2687" "0" "139" "10.4429998397827" "Yes" "3" "1-8" "Drinking" "Unsafe" "No"
"2688" "1" "166" "30.9689998626709" "No" "4" "1-8" "Neither" "Unsafe" "No"
"2689" "1" "222" "57.443000793457" "No" "5" "1-8" "Neither" "Unsafe" "No"
"2690" "0" "377" "28.5450000762939" "Yes" "6" "9-12" "Drinking" "Unsafe" "No"
"2691" "0" "326" "51.359001159668" "No" "0" "0" "Both" "Unsafe" "No"
"2692" "1" "387" "53.2980003356934" "No" "10" "9-12" "Neither" "Unsafe" "No"
"2693" "1" "397" "16.7980003356934" "No" "5" "1-8" "Neither" "Unsafe" "Yes"
"2694" "0" "204" "148.817993164062" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"2695" "0" "95" "54.8940010070801" "Yes" "4" "1-8" "Both" "Unsafe" "No"
"2696" "1" "216" "54.9669990539551" "Yes" "4" "1-8" "Neither" "Unsafe" "No"
"2697" "1" "98" "58.4630012512207" "Yes" "7" "9-12" "Neither" "Don't Know" "No"
"2698" "1" "90" "41.7789993286133" "Yes" "3" "1-8" "Neither" "Unsafe" "No"
"2699" "1" "106" "6.60400009155273" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"2700" "1" "118" "10.7299995422363" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"2701" "1" "115" "19.7600002288818" "Yes" "6" "9-12" "Neither" "Unsafe" "No"
